1.5 10.965118
4.5 3.7218641
7.5 1.7613204
10.5 0.99040623
13.5 0.62341891
16.5 0.42294999
19.5 0.30175495
22.5 0.22277469
25.5 0.16866353
28.5 0.13001986
31.5 0.10173686
34.5 0.080603235
37.5 0.064445911
40.5 0.052003385
43.5 0.042215977
46.5 0.034399631
49.5 0.028204636
52.5 0.023155133
55.5 0.019083667
58.5 0.015776419
61.5 0.013009238
64.5 0.010780299
67.5 0.0089016624
70.5 0.0074203227
73.5 0.0061617337
76.5 0.0052309419
79.5 0.0045434288
82.5 0.0040914387
85.5 0.0039028229
88.5 0.0038865564
91.5 0.0039895758
94.5 0.0041310729
97.5 0.0042260787
100.5 0.0041515409
103.5 0.0039103674
106.5 0.0034954134
109.5 0.0029212617
112.5 0.0023206869
115.5 0.0016741493
118.5 0.0010827436
121.5 0.00054199226
124.5 0.00012339755
127.5 -0.00021516222
130.5 -0.00046995591
133.5 -0.00063694761
136.5 -0.00075585372
139.5 -0.00082730278
142.5 -0.00084809944
145.5 -0.0008781768
148.5 -0.00087134353
151.5 -0.0008366423
154.5 -0.00082781296
157.5 -0.0007987875
160.5 -0.0007656531
163.5 -0.00072315122
166.5 -0.00068302819
169.5 -0.00066168396
172.5 -0.00061898213
175.5 -0.00058826645
178.5 -0.00057715838
181.5 -0.0005223936
184.5 -0.00049617533
187.5 -0.00048152379
190.5 -0.00044425925
193.5 -0.00042398804
196.5 -0.00039560164
