1.5 24.671515
4.5 75.367747
7.5 99.074271
10.5 109.19229
13.5 113.6181
16.5 115.14814
19.5 114.74232
22.5 112.77968
25.5 109.67346
28.5 105.60863
31.5 100.9484
34.5 95.938001
37.5 90.627062
40.5 85.298553
43.5 79.883183
46.5 74.380601
49.5 69.108408
52.5 63.821335
55.5 58.782465
58.5 53.99085
61.5 49.20419
64.5 44.848738
67.5 40.558199
70.5 36.880859
73.5 33.287226
76.5 30.61278
79.5 28.715606
82.5 27.847355
85.5 28.530611
88.5 30.440481
91.5 33.401726
94.5 36.891514
97.5 40.17416
100.5 41.931601
103.5 41.888834
106.5 39.645852
109.5 35.026658
112.5 29.371193
115.5 22.33357
118.5 15.204156
121.5 8.0010252
124.5 1.9126928
127.5 -3.4977309
130.5 -8.0034667
133.5 -11.35184
136.5 -14.083256
139.5 -16.099519
142.5 -17.221719
145.5 -18.591222
148.5 -19.215085
151.5 -19.202823
154.5 -19.760102
157.5 -19.814923
160.5 -19.723415
163.5 -19.331459
166.5 -18.935078
169.5 -19.010346
172.5 -18.418587
175.5 -18.118754
178.5 -18.389565
181.5 -17.208821
184.5 -16.889932
187.5 -16.928571
190.5 -16.122279
193.5 -15.875066
196.5 -15.275069
