2.409265878864449636e-02 2.817353263615348866e-02 2.414478209195162692e-02 2.205795766878987721e-02 1.841978626224467092e-02 1.243391559701291504e-02 1.200647087884422655e-02 4.668094755228574359e-03 -1.501026662647473708e-03 -7.240032114511472765e-03 -1.440493315544280617e-02 -1.807898802840304797e-02 -2.254162262172854786e-02 -3.365624294215751461e-02 -4.140602332457462426e-02 -6.265646209405494049e-02 -7.466695346934076882e-02 -8.849955081887297959e-02 -1.111516326407344379e-01 -1.180266505817868239e-01 -1.279469670219759159e-01 -1.374015419935037952e-01 -1.334657748589447857e-01 -1.392074426812681121e-01 -1.310896323451735956e-01 -1.462268076237356329e-01 -1.657791627606904072e-01 -1.715832881139992272e-01 -1.667999530443389222e-01 -1.847706878120381202e-01 -2.050909116322243986e-01 -2.025400045702605567e-01 -2.210802985921002384e-01 -2.309047877249239822e-01 -2.289897501201234031e-01 -2.280168981973798581e-01 -2.241406383857612594e-01 -2.171406209799509046e-01 -2.073077474756531147e-01 -1.940232809940758973e-01 -2.280267993165168983e-01 -2.383778937674657927e-01 -2.480738948969901381e-01 -2.560243507570129640e-01 -2.273206806220577081e-01 -2.308587353282166299e-01 -2.112870069464946599e-01 -1.917743790393446057e-01 -1.621568355359814251e-01 -1.640059374229236588e-01 -1.389815513308457484e-01 -1.305406997208128639e-01 -1.451016852688301051e-01 -1.641478719866308889e-01 -1.589451108627097653e-01 -1.103499247055595295e-01 -9.494553077861846158e-02 -1.207375727782139946e-01 -1.184075682950780639e-01 -1.182926934681526460e-01 -1.372624025688410077e-01 -1.716163483529274669e-01 -1.319350925124568863e-01 -1.640711264014116932e-01 -1.401999368816289337e-01 -6.477326389123326533e-02
2.817353263615348866e-02 1.419569157782132329e-01 1.550635009821587085e-01 1.868908469963953822e-01 2.105750016943637171e-01 2.264857766184370791e-01 2.466913737252051930e-01 2.580648993048124673e-01 2.734623490031800608e-01 2.855652277525777549e-01 2.826205122980341433e-01 2.866566785987171850e-01 2.897621369006867509e-01 2.909281604932953402e-01 2.679817655293278977e-01 2.504459351355052266e-01 2.115486446234605411e-01 1.949900853890357000e-01 1.849032425149733927e-01 1.799695901242402141e-01 1.418925512314808124e-01 1.221905234216329461e-01 1.127284087079650776e-01 1.076265309610321547e-01 1.136897054304633892e-01 9.936578300266257768e-02 5.933972251221793226e-02 2.998694393971976235e-02 2.771183719896927466e-02 6.421807282725097536e-03 -2.708287466618123501e-02 -4.629982694621803674e-02 -6.653916799101415591e-02 -1.168671565599623402e-01 -1.218824371409251150e-01 -1.173187403733627621e-01 -1.222557448959577242e-01 -1.487082484778109726e-01 -1.121353995249702723e-01 -1.015944383835879761e-01 -1.775988473634818876e-01 -1.924966481321214729e-01 -2.667759376390062553e-01 -3.142400823330298576e-01 -2.227435828603242240e-01 -2.233584077955318714e-01 -2.797603156198710250e-01 -2.837458251832034040e-01 -2.657222992608432310e-01 -2.936563047020581130e-01 -2.600786219067629523e-01 -2.765670414087837425e-01 -3.132423087406388529e-01 -3.286145995479547999e-01 -3.012210209166798491e-01 -2.665189089106625442e-01 -1.911621609366298269e-01 -2.459836361342290778e-01 -1.818518873567580574e-01 -2.958486032996600623e-01 -2.157716443711433507e-01 -2.553655225276488805e-01 -1.878440843009671901e-01 -2.916420901508329777e-01 -2.060991368478560515e-01 -1.456205824452500575e-01
2.414478209195162692e-02 1.550635009821587085e-01 3.589447655899351552e-01 4.112724413045985017e-01 4.874829849259779135e-01 5.380231201194960455e-01 5.923837265938671770e-01 6.219917495296358734e-01 6.595025821904283436e-01 6.921688840916799812e-01 7.091946431012519092e-01 7.154437471082829569e-01 7.310198536029083316e-01 7.534303017299863736e-01 7.054580028284984650e-01 6.883229364804135386e-01 6.412167212118055071e-01 6.670489297645421090e-01 6.346039470959909945e-01 6.215433028933697868e-01 5.544771708954456813e-01 5.713216950630557456e-01 5.572641458499834055e-01 5.355077615017196369e-01 5.492014612255271544e-01 5.092726420455266911e-01 4.857605346158438420e-01 4.463057354140784194e-01 4.536097585661960085e-01 4.356653039101802127e-01 3.725697263744850440e-01 3.685275984148635997e-01 3.007258849219578978e-01 2.589671003648297276e-01 2.021577709621329710e-01 1.886196076706960489e-01 1.311026966258240223e-01 -1.554198636536006754e-02 -2.764091112525831825e-02 -9.280994332146736206e-03 -6.414355599639975924e-02 -5.634557397692721570e-02 -1.741078219086200918e-01 -2.184214414453138631e-01 -7.910968068474845405e-02 -6.739511157637807781e-02 -1.341693160425685150e-01 -6.058342298673407428e-02 -6.302883280455057191e-02 -1.064461354956868361e-01 -6.270954069541527509e-02 -3.764838839414288291e-02 -1.166104646281561907e-01 -2.225216456038225377e-01 -1.677886000767987995e-01 -1.525043580654720232e-01 -1.509880709588447834e-01 -1.851075023608338699e-01 7.967579831128860637e-04 -1.160624205799830611e-01 4.043717178661718897e-02 -4.861228780758285878e-02 -8.253078422890204602e-02 -1.923424448342408999e-01 -1.968496261137695630e-02 -1.222645676388403740e-01
2.205795766878987721e-02 1.868908469963953822e-01 4.112724413045985017e-01 7.264777254339160883e-01 7.939839777179878988e-01 8.922991294206568114e-01 1.000664872265828453e+00 1.076335781300815642e+00 1.157023144025741246e+00 1.220556797003081950e+00 1.237605283324350713e+00 1.273467227261159795e+00 1.306482790178509878e+00 1.375907394920711901e+00 1.321064940477502336e+00 1.277185165837475100e+00 1.257294435187723547e+00 1.287889036664024989e+00 1.254193497035734906e+00 1.261027165815458373e+00 1.178165110273323268e+00 1.159733778356348832e+00 1.120955596969484214e+00 1.108941753481435200e+00 1.095071199112227056e+00 1.026942051949014001e+00 1.037028461621300357e+00 9.210238020770412648e-01 9.351783454979952781e-01 8.567401562287748629e-01 8.568512124920079076e-01 7.807601559502266308e-01 6.562871179850584547e-01 5.780789781332567046e-01 4.890145218956808426e-01 4.844810095918415382e-01 3.724879312615628768e-01 1.713735589582641439e-01 1.677488980171718547e-01 1.031288180398720888e-01 4.000890878259290295e-02 -3.678972297269351988e-02 -1.619980086615704085e-01 -2.410416973701196286e-01 -1.555855549622404965e-01 -6.950689141286225947e-02 -1.049238010331771942e-01 -1.154504436332983996e-01 -1.455800185310703321e-01 -2.616976364627189300e-01 -2.679476630270545834e-01 -3.582106910373161757e-01 -4.842259425124294525e-01 -4.500039102402546010e-01 -4.984265786849643165e-01 -5.875586796273930545e-01 -5.386958990750708720e-01 -5.300151060800487590e-01 -2.669966557129960227e-01 -4.389778912461879123e-01 -1.271876633477621032e-01 -1.246350790511042833e-01 -1.621039056144052692e-01 -3.541149484827083582e-01 -1.204799900472395546e-01 -2.730021082404027744e-01
1.841978626224467092e-02 2.105750016943637171e-01 4.874829849259779135e-01 7.939839777179878988e-01 1.207145462415083470e+00 1.277150118176268778e+00 1.449234100083477417e+00 1.565839478048439926e+00 1.693271558581080694e+00 1.795144244963869928e+00 1.879162421522745596e+00 1.937970491553442587e+00 1.971368056466738850e+00 2.063597460082910118e+00 1.983047918199119408e+00 1.979516136398629778e+00 1.964426897901659919e+00 1.996297495452541204e+00 1.922143501824808087e+00 1.962964606669873380e+00 1.787719903451784331e+00 1.792460032476261844e+00 1.725802788725370851e+00 1.740214245732578435e+00 1.697009762304661828e+00 1.645018662296916956e+00 1.641623617002902380e+00 1.536632646464464180e+00 1.499816974611305920e+00 1.467350238224469416e+00 1.401877164891868643e+00 1.300056906865532769e+00 1.131429466791492144e+00 9.809995833914965102e-01 8.334595448608015378e-01 8.615954999198907061e-01 6.798119458766515022e-01 4.080183863240244846e-01 4.656620850603124251e-01 4.447744433229277594e-01 4.222161368803675763e-01 4.011866409124222876e-01 2.325087410463753945e-01 1.381257106174526017e-01 2.439103150931677122e-01 1.801015895808230627e-01 3.159403299421034705e-02 -1.177399405120152093e-01 -2.869525580141183974e-01 -4.428717031406463334e-01 -5.297133450077824435e-01 -6.950510459396094243e-01 -7.314634039407532651e-01 -7.781869556978554536e-01 -9.108107178697246731e-01 -1.065671620762513649e+00 -9.591217205020848846e-01 -1.036856112153144771e+00 -8.297884353735367480e-01 -9.710177857442029437e-01 -6.710673060274567892e-01 -7.458826139019557599e-01 -6.953573200366673923e-01 -1.019948132019117049e+00 -6.889723992424751087e-01 -7.034076817259653502e-01
1.243391559701291504e-02 2.264857766184370791e-01 5.380231201194960455e-01 8.922991294206568114e-01 1.277150118176268778e+00 1.773197839104709406e+00 1.908116785988047903e+00 2.076086497606796311e+00 2.263669204149099556e+00 2.386740415625511869e+00 2.501424627581105842e+00 2.549623344752096621e+00 2.578684135886299078e+00 2.680363884509220807e+00 2.591091896935261651e+00 2.598657606367193118e+00 2.536158522326962039e+00 2.605430093085527865e+00 2.497215569877004882e+00 2.534848305541949731e+00 2.334596108369885403e+00 2.330996179375486310e+00 2.286546791098061693e+00 2.210804527088543026e+00 2.070190304359012856e+00 2.018742736707753949e+00 2.025959830415597462e+00 1.950227983247544428e+00 1.847721084901620348e+00 1.833885357037942754e+00 1.743077115065955418e+00 1.596564952221201095e+00 1.386109639000072669e+00 1.231808853802548676e+00 1.052734382670455382e+00 9.275379435281457807e-01 7.342816510950088693e-01 4.543372576781385952e-01 4.054484479838253996e-01 2.542011984073400122e-01 3.057158717613462917e-01 1.942210992058840680e-01 -8.554459627560041801e-02 -1.136027176253345677e-01 2.262480496770445659e-02 -3.453133721746306367e-02 -1.992799353006911578e-01 -2.285967809915927518e-01 -3.885533591189910263e-01 -5.229163753728595099e-01 -5.283009209317750532e-01 -6.074582169300745127e-01 -6.812901885897947318e-01 -6.753311914930328896e-01 -7.316906330386814261e-01 -9.908905195033214097e-01 -9.403657494076416157e-01 -1.122249107727250506e+00 -9.111294460957901631e-01 -1.121102450931330097e+00 -8.052300780618899534e-01 -9.684705879093645775e-01 -9.888639073133643764e-01 -1.211054833335103664e+00 -7.046901964507245042e-01 -7.132065631604609379e-01
1.200647087884422655e-02 2.466913737252051930e-01 5.923837265938671770e-01 1.000664872265828453e+00 1.449234100083477417e+00 1.908116785988047903e+00 2.616977880473036588e+00 2.711319839734904313e+00 2.965891088113034701e+00 3.163080077552497649e+00 3.292762707057054872e+00 3.399814921507270604e+00 3.466047630489338616e+00 3.576722320552539802e+00 3.505289948178788251e+00 3.516479730695530659e+00 3.505815607379354049e+00 3.573721174926264066e+00 3.444844670888205229e+00 3.489834206368242597e+00 3.255836413821860287e+00 3.223341071574138184e+00 3.152993281727243247e+00 3.021319955160948645e+00 2.887338811908586766e+00 2.836935130337442601e+00 2.764825569949173723e+00 2.669853252056980430e+00 2.593253529083551001e+00 2.574144737167068264e+00 2.438458544784634530e+00 2.214664033871944770e+00 2.058559289680966131e+00 1.843217309895056388e+00 1.515877923669800786e+00 1.418049699881548165e+00 1.257850637140581762e+00 9.019970997005145597e-01 8.981291361309952093e-01 7.556843092341640755e-01 6.883558394989222062e-01 5.705747167957614385e-01 3.140479318073912673e-01 3.346971509977615944e-01 4.153591791172728809e-01 3.159451009412835853e-01 1.842960407363929964e-01 4.077645754059421868e-01 7.528498244395775106e-03 -7.413946947544056143e-02 -2.913269786768835634e-01 -4.072251161516821649e-01 -3.586603209827607941e-01 -4.384473625731060697e-01 -3.200764967240581349e-01 -4.983414919236120455e-01 -4.086845455035109098e-01 -5.700179894899237709e-01 -5.037279595506057861e-01 -5.441613696615833495e-01 -6.504172465134328007e-02 -1.460154945567004592e-01 -1.664642917521987620e-01 -5.815419312176169919e-01 -2.724523678976821794e-01 -4.905439062335718026e-01
4.668094755228574359e-03 2.580648993048124673e-01 6.219917495296358734e-01 1.076335781300815642e+00 1.565839478048439926e+00 2.076086497606796311e+00 2.711319839734904313e+00 3.515603876284216778e+00 3.700708342293130393e+00 3.979075932212112310e+00 4.192128591333272425e+00 4.356398157676180993e+00 4.434674227725576401e+00 4.608322852198237563e+00 4.496870665927329647e+00 4.555617307968361729e+00 4.530997804669175899e+00 4.590825739758049195e+00 4.491236310303667878e+00 4.507501003586400934e+00 4.133640266373327599e+00 4.084212834135048098e+00 4.022797472909821259e+00 3.892006036321925766e+00 3.767504190543038423e+00 3.607119532749527568e+00 3.528820563753753525e+00 3.464992800373516424e+00 3.311600325596531391e+00 3.243986427299642816e+00 3.061807131815570404e+00 2.865751659542896235e+00 2.652480140262216235e+00 2.516993227745930817e+00 2.112337336432578816e+00 1.949292521133095590e+00 1.685764930150394303e+00 1.254592195797870513e+00 1.197363168551080159e+00 1.051735269549105789e+00 1.093601560322503108e+00 8.530535606266818061e-01 5.397987775961942125e-01 4.690681973754845524e-01 4.813384687388951311e-01 4.220754629123339985e-01 2.046230661382072435e-01 3.458481856212859973e-01 -4.955428512865920482e-02 -4.597978437422121090e-01 -5.750389459033947714e-01 -8.427007344970420810e-01 -9.301782331021792860e-01 -8.863893296703397873e-01 -1.080721249996949185e+00 -1.393676245563354010e+00 -1.170143188574094273e+00 -1.267816967491084856e+00 -1.091401992360373718e+00 -1.009141703084755370e+00 -7.483618585001132750e-01 -8.590172871121931619e-01 -1.151629226615862089e+00 -1.475497398307027197e+00 -9.561903005064066319e-01 -1.068635485366465021e+00
-1.501026662647473708e-03 2.734623490031800608e-01 6.595025821904283436e-01 1.157023144025741246e+00 1.693271558581080694e+00 2.263669204149099556e+00 2.965891088113034701e+00 3.700708342293130393e+00 4.759913395796823821e+00 4.928481202268985228e+00 5.238178579091377074e+00 5.481776605566313521e+00 5.601219968371777824e+00 5.819964709259339841e+00 5.726553966011969088e+00 5.767716895968486135e+00 5.747383279138589707e+00 5.781384389755324982e+00 5.602608450814775765e+00 5.586945441206879970e+00 5.184057455784029322e+00 5.093220141715462113e+00 4.969625564863410006e+00 4.738659139351336869e+00 4.616462698808322607e+00 4.417052837868369330e+00 4.232778291944784499e+00 4.119025010309652401e+00 3.898572336594948951e+00 3.772611872866629579e+00 3.609083438510134467e+00 3.319558964026330106e+00 3.067832432232490358e+00 2.922638953154256924e+00 2.430489506356194429e+00 2.242367142623898690e+00 2.080116880614428343e+00 1.549572256753968702e+00 1.576478057843134550e+00 1.241637890514414311e+00 1.339316649638262469e+00 9.142179656149858058e-01 6.153004510007276107e-01 5.912147295115320889e-01 6.375134744409139964e-01 5.482173465414708069e-01 1.423968663169250526e-01 2.679732834447027812e-01 -2.692587180000787783e-01 -9.092376372011693464e-01 -1.129384054856510389e+00 -1.259305058242105924e+00 -1.374158491925587811e+00 -1.341054576368171380e+00 -1.507325356893878476e+00 -1.612730660566076279e+00 -1.387264621099521422e+00 -1.511720836930223300e+00 -1.159370201796797728e+00 -1.315457638935925377e+00 -1.067610547839057178e+00 -1.361517204737295428e+00 -1.648168384594988822e+00 -1.998608589656701406e+00 -1.309836469805083725e+00 -1.527350175202230265e+00
-7.240032114511472765e-03 2.855652277525777549e-01 6.921688840916799812e-01 1.220556797003081950e+00 1.795144244963869928e+00 2.386740415625511869e+00 3.163080077552497649e+00 3.979075932212112310e+00 4.928481202268985228e+00 6.230615637667477280e+00 6.386593517020237698e+00 6.767748557238784990e+00 6.940124797633155040e+00 7.289939243194256235e+00 7.171644139787034078e+00 7.259548585315217295e+00 7.287550380200753963e+00 7.376825138646176505e+00 7.189284830656188063e+00 7.140572306336617991e+00 6.667010522505387726e+00 6.549400483586342858e+00 6.369079067694383589e+00 6.048539145360387614e+00 5.933315403056702131e+00 5.705864138619549664e+00 5.458240469740169409e+00 5.255408745834198925e+00 5.023767826090947075e+00 4.852482364299342876e+00 4.591377064144510634e+00 4.211877021951548450e+00 3.856220051772834889e+00 3.679723191844444852e+00 3.092627600704315416e+00 2.688984546156008015e+00 2.652604181838164266e+00 2.003969657092254053e+00 1.920507786998377986e+00 1.446317115809075071e+00 1.609291324373161025e+00 1.030069353829334400e+00 7.852073481293988522e-01 6.850433272194071943e-01 5.614250888357961156e-01 4.354501652542006607e-01 6.800333113458393273e-03 8.200750183151195305e-02 -7.394105237037785772e-01 -1.311136488062106586e+00 -1.551861511457735210e+00 -1.689275421714119485e+00 -1.988041553401556527e+00 -2.077324487084775573e+00 -2.388692785889222403e+00 -2.652658425237148787e+00 -2.062234220366455428e+00 -2.528231639736184366e+00 -2.459232376964624933e+00 -2.510138152609210138e+00 -2.216776254800780777e+00 -2.676930766444964416e+00 -3.134508248307826594e+00 -3.179847312776454604e+00 -2.698377828086380159e+00 -2.912696133446026181e+00
