1.5 24.066419
4.5 77.74753
7.5 99.405495
10.5 108.92804
13.5 112.52685
16.5 114.04448
19.5 113.54278
22.5 110.53301
25.5 108.88993
28.5 105.90473
31.5 101.05646
34.5 94.825755
37.5 90.843681
40.5 87.136667
43.5 81.192426
46.5 76.153744
49.5 70.332211
52.5 67.754931
55.5 62.888799
58.5 57.892677
61.5 56.467393
64.5 52.08311
67.5 50.169994
70.5 45.715417
73.5 42.744094
76.5 40.305872
79.5 35.909289
82.5 37.841338
85.5 37.93813
88.5 40.164647
91.5 44.642741
94.5 51.351957
97.5 51.618146
100.5 58.520782
103.5 58.550753
106.5 59.828018
109.5 54.305945
112.5 45.43231
115.5 33.468906
118.5 19.196152
121.5 11.575706
124.5 1.9198532
127.5 9.5742179
130.5 13.45133
133.5 16.5457
136.5 7.3132673
139.5 3.8998497
142.5 6.5173982
145.5 2.3233763
148.5 6.2983892
151.5 1.5960455
154.5 7.3319707
157.5 15.208274
160.5 10.977928
163.5 9.8590703
166.5 3.9510122
169.5 12.853652
172.5 19.178112
175.5 2.6330169
178.5 2.5843085
181.5 8.4131947
184.5 5.8443596
187.5 -5.1171891
190.5 -16.58605
193.5 -1.659913
196.5 4.5185904
